sampling_unit_code	polygon_id	type	grts_ranking	grts_ranking_draw	source	area_class	sac
427605_v2020	427605_v2020	29	10152242	10152242	watersurfaces_hab_v5	1	1
532311_v2018	532311_v2018	29	11444342	11444342	watersurfaces_hab_v5	1	1
ANTRET0250	ANTRET0250	29	15201526	15201526	watersurfaces_hab_v5	1	1
427594_v2020	427594_v2020	29	16443698	16443698	watersurfaces_hab_v5	1	1
ANTKAP0235	ANTKAP0235	29	21903326	21903326	watersurfaces_hab_v5	1	0
LIMHAS0479	LIMHAS0479	29	22396646	22396646	watersurfaces_hab_v5	2	1
LIMDPB0209	LIMDPB0209	29	27242034	27242034	watersurfaces_hab_v5	1	0
VBRARS0022	VBRARS0022	29	27783510	27783510	watersurfaces_hab_v5	1	1
LIMDPB0054	LIMDPB0054	29	30633266	30633266	watersurfaces_hab_v5	1	0
ANTMOL0577	ANTMOL0577	29	33661046	33661046	watersurfaces_hab_v5	1	1
LIMMSM0247	LIMMSM0247	29	34940498	34940498	watersurfaces_hab_v5	2	0
ANTMOL0770	ANTMOL0770	29	37332718	37332718	watersurfaces_hab_v5	1	0
413007_v2020	413007_v2020	29	38695254	38695254	watersurfaces_hab_v5	1	1
ANTSIL0316	ANTSIL0316	29	40588182	40588182	watersurfaces_hab_v5	2	0
420174_v2023	420174_v2023	29	46786866	46786866	watersurfaces_hab_v5	1	1
LIMKIN0274	LIMKIN0274	29	49557650	49557650	watersurfaces_hab_v5	2	1
ANTGEE0141	ANTGEE0141	29	50064118	50064118	watersurfaces_hab_v5	2	1
LIMLUM0151	LIMLUM0151	29	60189110	60189110	watersurfaces_hab_v5	2	0
427397_v2020	427397_v2020	29	62318898	62318898	watersurfaces_hab_v5	1	1
WVLJAB0436	WVLJAB0436	30	48897	48897	watersurfaces_hab_v5	1	1
ANTARE0069	ANTARE0069	30	155438	155438	watersurfaces_hab_v5	1	0
ANTTUR0348	ANTTUR0348	30	218158	218158	watersurfaces_hab_v5	1	1
ANTBSE0334	ANTBSE0334	30	222878	222878	assessments monitoring cycle 1	2	1
ANTMOL0092	ANTMOL0092	30	231150	231150	watersurfaces_hab_v5	1	0
ANTLIL0230	ANTLIL0230	30	254422	254422	watersurfaces_hab_v5	1	1
658771_v2023	658771_v2023	30	311342	311342	watersurfaces_hab_v5	1	0
ANTKAS0501	ANTKAS0501	30	452054	452054	original sample frame/assessments monitoring cycle 1	3	1
LIMMSK0444	LIMMSK0444	30	529234	529234	watersurfaces_hab_v5	2	1
WVLZED0215	WVLZED0215	30	605953	605953	watersurfaces_hab_v5	1	1
LIMHAS0462	LIMHAS0462	30	687846	687846	original sample frame/assessments monitoring cycle 1	1	1
ANTBSE0321	ANTBSE0321	30	702110	702110	watersurfaces_hab_v5	1	1
ANTKAS0302	ANTKAS0302	30	705782	705782	original sample frame/assessments monitoring cycle 1	1	0
LIMLNK0118	LIMLNK0118	30	728050	728050	watersurfaces_hab_v5	1	1
ANTBCT0152	ANTBCT0152	30	759262	759262	watersurfaces_hab_v5	1	1
ANTOTH0015	ANTOTH0015	30	762158	762158	original sample frame/assessments monitoring cycle 1	1	1
ANTHST0290	ANTHST0290	30	786742	786742	original sample frame	1	0
ANTMOL0747	ANTMOL0747	30	893046	893046	watersurfaces_hab_v5	1	1
ANTBAA0048	ANTBAA0048	30	906654	906654	watersurfaces_hab_v5	1	0
LIMBRE0185	LIMBRE0185	30	925842	925842	watersurfaces_hab_v5	1	1
WVLHOU0552	WVLHOU0552	30	989137	989137	watersurfaces_hab_v5	1	1
LIMHHE0286	LIMHHE0286	30	1012434	1012434	original sample frame/assessments monitoring cycle 1	2	0
ANTGEE0859	ANTGEE0859	30	1103606	1103606	watersurfaces_hab_v5	1	1
LIMBRG0104	LIMBRG0104	30	1126582	1126582	watersurfaces_hab_v5	1	0
377669_v2020	377669_v2020	30	1165618	1165618	watersurfaces_hab_v5	1	1
413019_v2020	413019_v2020	30	1208662	1208662	watersurfaces_hab_v5	1	1
VBRTWI0211	VBRTWI0211	30	1216422	1216422	watersurfaces_hab_v5	1	1
LIMGNK0372	LIMGNK0372	30	1227058	1227058	original sample frame/assessments monitoring cycle 1	1	1
ANTHUL0168	ANTHUL0168	30	1254486	1254486	watersurfaces_hab_v5	1	1
ANTARE0025	ANTARE0025	30	1304366	1304366	original sample frame/assessments monitoring cycle 1	1	1
ANTBSE0161	ANTBSE0161	30	1324702	1324702	watersurfaces_hab_v5	1	1
ANTKAS0420	ANTKAS0420	30	1470454	1470454	original sample frame	1	0
ANTKAS0403	ANTKAS0403	30	1498102	1498102	original sample frame/assessments monitoring cycle 1	1	0
ANTHGS0622	ANTHGS0622	30	1520990	1520990	original sample frame/assessments monitoring cycle 1	1	0
ANTHTS0151	ANTHTS0151	30	1554390	1554390	original sample frame/assessments monitoring cycle 1	1	1
WVLZED0220	WVLZED0220	30	1654529	1654529	watersurfaces_hab_v5	1	1
LIMDST0108	LIMDST0108	30	1675858	1675858	original sample frame/assessments monitoring cycle 1	2	1
ANTKAS0616	ANTKAS0616	30	1685462	1685462	watersurfaces_hab_v5	1	1
413190_v2020	413190_v2020	30	1765718	1765718	watersurfaces_hab_v5	2	1
ANTKAP0106	ANTKAP0106	30	1806302	1806302	original sample frame	2	0
LIMHHE0001	LIMHHE0001	30	1823954	1823954	watersurfaces_hab_v5	1	1
VBRARS0368	VBRARS0368	30	1958022	1958022	watersurfaces_hab_v5	1	1
LIMGNK0157	LIMGNK0157	30	2025778	2025778	watersurfaces_hab_v5	1	1
WVLHOU0399	WVLHOU0399	30	2037713	2037713	watersurfaces_hab_v5	1	1
WVLJAB0441	WVLJAB0441	30	2146049	2146049	watersurfaces_hab_v5	1	1
LIMGNK0865	LIMGNK0865	30	2193714	2193714	watersurfaces_hab_v5	1	0
ANTHGS0029	ANTHGS0029	30	2243678	2243678	watersurfaces_hab_v5	1	1
WVLJAB0174	WVLJAB0174	30	2244353	2244353	original sample frame/assessments monitoring cycle 1	1	1
544450_v2016	544450_v2016	30	2333486	2333486	watersurfaces_hab_v5	2	1
OVLSTK0268	OVLSTK0268	30	2397801	2397801	original sample frame/assessments monitoring cycle 1	1	1
LIMMSK0035	LIMMSK0035	30	2406994	2406994	watersurfaces_hab_v5	1	1
ANTESS0062	ANTESS0062	30	2462430	2462430	original sample frame	2	1
ANTOTH0306	ANTOTH0306	30	2468398	2468398	original sample frame/assessments monitoring cycle 1	1	1
LIMZNH0563	LIMZNH0563	30	2492114	2492114	original sample frame/assessments monitoring cycle 1	2	1
LIMHVL0463	LIMHVL0463	30	2510518	2510518	watersurfaces_hab_v5	1	1
LIMGNK0375	LIMGNK0375	30	2537778	2537778	original sample frame	1	1
ANTRET0083	ANTRET0083	30	2604278	2604278	watersurfaces_hab_v5	1	1
LIMHHE0312	LIMHHE0312	30	2612946	2612946	original sample frame	1	1
403930_v2020	403930_v2020	30	2623622	2623622	watersurfaces_hab_v5	2	1
WVLZED0331	WVLZED0331	30	2703105	2703105	watersurfaces_hab_v5	1	1
VBRDIE0443	VBRDIE0443	30	2896950	2896950	assessments monitoring cycle 1	1	1
LIMLOM0239	LIMLOM0239	30	2918674	2918674	original sample frame/assessments monitoring cycle 1	1	1
WVLZED0330	WVLZED0330	30	2965249	2965249	watersurfaces_hab_v5	1	1
LIMHAS0292	LIMHAS0292	30	2975462	2975462	watersurfaces_hab_v5	1	0
ANTBCT0019	ANTBCT0019	30	2977246	2977246	watersurfaces_hab_v5	2	1
LIMHHE0196	LIMHHE0196	30	3187410	3187410	watersurfaces_hab_v5	1	0
ANTGEE0861	ANTGEE0861	30	3200758	3200758	watersurfaces_hab_v5	1	1
ANTGEE0937	ANTGEE0937	30	3200758	3200758	watersurfaces_hab_v5	1	1
LIMLNK0237	LIMLNK0237	30	3234802	3234802	original sample frame/assessments monitoring cycle 1	2	1
LIMHAS0108	LIMHAS0108	30	3319526	3319526	watersurfaces_hab_v5	1	0
LIMHAS0750	LIMHAS0750	30	3319526	3319526	watersurfaces_hab_v5	1	0
ANTHUL0057	ANTHUL0057	30	3351638	3351638	watersurfaces_hab_v5	1	1
535000_v2018	535000_v2018	30	3405102	3405102	watersurfaces_hab_v5	1	1
ANTRAV0369	ANTRAV0369	30	3416878	3416878	original sample frame/assessments monitoring cycle 1	2	1
WVLBRU1160	WVLBRU1160	30	3423489	3423489	watersurfaces_hab_v5	1	1
WVLJAB0450	WVLJAB0450	30	3424001	3424001	watersurfaces_hab_v5	1	1
LIMZNH0150	LIMZNH0150	30	3514038	3514038	watersurfaces_hab_v5	3	1
ANTKAS0510	ANTKAS0510	30	3572270	3572270	watersurfaces_hab_v5	1	1
ANTMOL0720	ANTMOL0720	30	3598062	3598062	original sample frame/assessments monitoring cycle 1	2	1
VBRSZI0542	VBRSZI0542	30	3619126	3619126	watersurfaces_hab_v5	2	1
ANTTUR0082	ANTTUR0082	30	3667246	3667246	original sample frame/assessments monitoring cycle 1	1	1
ANTWUU0140	ANTWUU0140	30	3724766	3724766	original sample frame/assessments monitoring cycle 1	1	1
535017_v2018	535017_v2018	30	3854638	3854638	watersurfaces_hab_v5	1	1
426190_v2020	426190_v2020	30	3864710	3864710	watersurfaces_hab_v5	1	1
WVLHOU0553	WVLHOU0553	30	3872721	3872721	watersurfaces_hab_v5	1	1
LIMHAS0514	LIMHAS0514	30	3882726	3882726	original sample frame	1	1
WVLJAB0497	WVLJAB0497	30	3915521	3915521	watersurfaces_hab_v5	1	1
ANTLIL0528	ANTLIL0528	30	3924438	3924438	original sample frame/assessments monitoring cycle 1	1	1
LIMHAS0663	LIMHAS0663	30	3964646	3964646	watersurfaces_hab_v5	1	1
WVLJAB0422	WVLJAB0422	30	3981057	3981057	watersurfaces_hab_v5	1	1
ANTKAS0176	ANTKAS0176	30	3985398	3985398	watersurfaces_hab_v5	1	1
ANTLIL0547	ANTLIL0547	30	4174294	4174294	original sample frame/assessments monitoring cycle 1	1	1
LIMMGR0376	LIMMGR0376	30	4205522	4205522	assessments monitoring cycle 1	3	1
ANTHST0273	ANTHST0273	30	4260150	4260150	original sample frame	1	0
ANTRIJ0036	ANTRIJ0036	30	4269214	4269214	watersurfaces_hab_v5	1	1
WVLZED0153	WVLZED0153	30	4275969	4275969	watersurfaces_hab_v5	1	1
LIMHAS0103	LIMHAS0103	30	4302566	4302566	watersurfaces_hab_v5	1	0
LIMHAS0586	LIMHAS0586	30	4302566	4302566	watersurfaces_hab_v5	1	0
ANTHTS0097	ANTHTS0097	30	4346838	4346838	assessments monitoring cycle 1	1	1
632813_v2020	632813_v2020	30	4349342	4349342	watersurfaces_hab_v5	1	0
ANTMRK0285	ANTMRK0285	30	4411806	4411806	watersurfaces_hab_v5	1	0
WVLWIN0589	WVLWIN0589	30	4416577	4416577	watersurfaces_hab_v5	1	1
ANTRET0262	ANTRET0262	30	4449526	4449526	original sample frame	1	0
ANTRAN0277	ANTRAN0277	30	4532118	4532118	assessments monitoring cycle 1	1	0
ANTWUU0178	ANTWUU0178	30	4625886	4625886	original sample frame	1	1
615227_v2023	615227_v2023	30	4649578	4649578	original sample frame	1	1
ANTGEE0126	ANTGEE0126	30	4839158	4839158	assessments monitoring cycle 1	1	1
LIMHEC0567	LIMHEC0567	30	4839634	4839634	watersurfaces_hab_v5	1	1
LIMDPB0235	LIMDPB0235	30	4943154	4943154	watersurfaces_hab_v5	1	0
WVLHOU0401	WVLHOU0401	30	5003217	5003217	watersurfaces_hab_v5	1	1
LIMZNH0432	LIMZNH0432	30	5033702	5033702	original sample frame/assessments monitoring cycle 1	2	1
ANTBSE0227	ANTBSE0227	30	21903006	5125790	assessments monitoring cycle 1	1	1
LIMZNH0478	LIMZNH0478	30	5148390	5148390	assessments monitoring cycle 1	1	1
ANTMOL0656	ANTMOL0656	30	5239926	5239926	watersurfaces_hab_v5	1	0
LIMLOM0234	LIMLOM0234	30	5334290	5334290	original sample frame	2	1
LIMHAS0234	LIMHAS0234	30	5351142	5351142	watersurfaces_hab_v5	1	0
LIMHAS0740	LIMHAS0740	30	5351142	5351142	watersurfaces_hab_v5	1	0
LIMHAS0748	LIMHAS0748	30	5351142	5351142	watersurfaces_hab_v5	1	0
LIMHAS0878	LIMHAS0878	30	5351142	5351142	watersurfaces_hab_v5	1	0
LIMHAS0879	LIMHAS0879	30	5351142	5351142	watersurfaces_hab_v5	1	0
ANTOTH0170	ANTOTH0170	30	5364270	5364270	original sample frame	1	0
WVLJAB0548	WVLJAB0548	30	5390081	5390081	watersurfaces_hab_v5	1	1
LIMHHE0236	LIMHHE0236	30	5398226	5398226	original sample frame	1	1
ANTBCT0789	ANTBCT0789	30	5451230	5451230	watersurfaces_hab_v5	1	1
ANTTUR0269	ANTTUR0269	30	5542190	5542190	watersurfaces_hab_v5	1	1
ANTTUR0287	ANTTUR0287	30	5558574	5558574	watersurfaces_hab_v5	1	1
ANTBAA0061	ANTBAA0061	30	5647662	5647662	watersurfaces_hab_v5	1	0
380123_v2020	380123_v2020	30	5687282	5687282	watersurfaces_hab_v5	1	1
ANTLIL0178	ANTLIL0178	30	5738966	5738966	watersurfaces_hab_v5	1	1
WVLBRN0413	WVLBRN0413	30	5772353	5772353	original sample frame	2	1
WVLJAB0429	WVLJAB0429	30	6012673	6012673	watersurfaces_hab_v5	1	1
LIMZUT0080	LIMZUT0080	30	6033970	6033970	original sample frame/assessments monitoring cycle 1	2	1
ANTMOL0555	ANTMOL0555	30	6147190	6147190	watersurfaces_hab_v5	1	1
ANTTUR0100	ANTTUR0100	30	6234414	6234414	watersurfaces_hab_v5	1	0
LIMDPB0079	LIMDPB0079	30	6253874	6253874	watersurfaces_hab_v5	2	0
LIMHEC0422	LIMHEC0422	30	6285522	6285522	watersurfaces_hab_v5	2	1
LIMHAS0174	LIMHAS0174	30	6317798	6317798	watersurfaces_hab_v5	1	0
ANTOTH0395	ANTOTH0395	30	6351918	6351918	watersurfaces_hab_v5	1	1
ANTDES0091	ANTDES0091	30	6424694	6424694	original sample frame	1	0
426611_v2023	426611_v2023	30	6435282	6435282	watersurfaces_hab_v5	1	0
LIMGNK0397	LIMGNK0397	30	6476082	6476082	original sample frame/assessments monitoring cycle 1	2	1
VBRSZI0235	VBRSZI0235	30	6513974	6513974	assessments monitoring cycle 1	1	1
LIMBRE0087	LIMBRE0087	30	6774930	6774930	watersurfaces_hab_v5	1	1
OVLGNT0211	OVLGNT0211	30	6849993	6849993	watersurfaces_hab_v5	3	0
424263_v2020	424263_v2020	30	6953970	6953970	watersurfaces_hab_v5	1	1
LIMGNK0182	LIMGNK0182	30	7006514	7006514	original sample frame/assessments monitoring cycle 1	2	1
ANTLIL0362	ANTLIL0362	30	7049686	7049686	original sample frame/assessments monitoring cycle 1	1	1
ANTHST0183	ANTHST0183	30	7078198	7078198	original sample frame	1	0
ANTHST0281	ANTHST0281	30	7078198	7078198	original sample frame	1	0
ANTKAS0268	ANTKAS0268	30	7196662	7196662	original sample frame/assessments monitoring cycle 1	1	1
ANTMOL0767	ANTMOL0767	30	7261302	7261302	watersurfaces_hab_v5	1	1
517156_v2023	517156_v2023	30	7279681	7279681	watersurfaces_hab_v5	1	1
VBRHOL0040	VBRHOL0040	30	7307142	7307142	watersurfaces_hab_v5	1	1
WVLZED0044	WVLZED0044	30	7421697	7421697	watersurfaces_hab_v5	1	1
ANTMOL0098	ANTMOL0098	30	7452398	7452398	original sample frame	1	0
ANTTUR0282	ANTTUR0282	30	7492910	7492910	watersurfaces_hab_v5	1	1
LIMHAS0218	LIMHAS0218	30	7513830	7513830	watersurfaces_hab_v5	1	0
LIMHAS0874	LIMHAS0874	30	7513830	7513830	watersurfaces_hab_v5	1	0
LIMHEC0578	LIMHEC0578	30	7518418	7518418	assessments monitoring cycle 1	1	1
LIMGNK0103	LIMGNK0103	30	7518514	7518514	original sample frame/assessments monitoring cycle 1	2	1
WVLBRU1161	WVLBRU1161	30	7617793	7617793	watersurfaces_hab_v5	1	1
LIMGNK0897	LIMGNK0897	30	7786802	7786802	watersurfaces_hab_v5	1	1
WVLBRN0148	WVLBRN0148	30	7869505	7869505	original sample frame	1	1
WVLHOU0566	WVLHOU0566	30	7885777	7885777	watersurfaces_hab_v5	1	1
ANTKAP0185	ANTKAP0185	30	60338142	7892958	original sample frame	1	1
LIMGNK0181	LIMGNK0181	30	8005938	8005938	watersurfaces_hab_v5	1	1
ANTMOL0654	ANTMOL0654	30	8123510	8123510	original sample frame	1	0
LIMHHE0149	LIMHHE0149	30	8138450	8138450	watersurfaces_hab_v5	1	1
ANTGEE0164	ANTGEE0164	30	8165110	8165110	original sample frame	1	1
LIMZNH0374	LIMZNH0374	30	8169170	8169170	original sample frame/assessments monitoring cycle 1	1	1
ANTESS0009	ANTESS0009	30	48111390	8199966	original sample frame/assessments monitoring cycle 1	1	0
ANTBSE0059	ANTBSE0059	30	8215198	8215198	watersurfaces_hab_v5	1	0
ANTHST0377	ANTHST0377	30	8257846	8257846	original sample frame	1	0
LIMKIN0026	LIMKIN0026	30	8278162	8278162	watersurfaces_hab_v5	1	1
623520_v2023	623520_v2023	30	8321582	8321582	watersurfaces_hab_v5	2	1
ANTLIL0004	ANTLIL0004	30	8483486	8483486	original sample frame/assessments monitoring cycle 1	1	1
LIMHAS0860	LIMHAS0860	30	8496870	8496870	watersurfaces_hab_v5	1	0
ANTKAS0589	ANTKAS0589	30	8622070	8622070	watersurfaces_hab_v5	1	1
LIMMSK0163	LIMMSK0163	30	8751506	8751506	watersurfaces_hab_v5	1	1
ANTKAS0008	ANTKAS0008	30	8898294	8898294	original sample frame/assessments monitoring cycle 1	2	1
LIMHHE0314	LIMHHE0314	30	8904402	8904402	original sample frame	1	1
627969_v2023	627969_v2023	30	8910126	8910126	watersurfaces_hab_v5	1	1
ANTHTS0165	ANTHTS0165	30	8910806	8910806	watersurfaces_hab_v5	1	1
ANTLIL0303	ANTLIL0303	30	8911318	8911318	watersurfaces_hab_v5	1	1
WVLJAB0547	WVLJAB0547	30	8929025	8929025	watersurfaces_hab_v5	1	1
WVLBRN0430	WVLBRN0430	30	9087041	9087041	watersurfaces_hab_v5	1	1
ANTHST0460	ANTHST0460	30	9089366	9089366	original sample frame/assessments monitoring cycle 1	1	1
ANTHTS0136	ANTHTS0136	30	9091030	9091030	watersurfaces_hab_v5	1	1
ANTTUR0301	ANTTUR0301	30	9172270	9172270	original sample frame/assessments monitoring cycle 1	2	1
ANTHST0203	ANTHST0203	30	9175350	9175350	original sample frame	1	0
LIMBRE0267	LIMBRE0267	30	9179282	9179282	watersurfaces_hab_v5	1	1
426196_v2020	426196_v2020	30	9211814	9211814	watersurfaces_hab_v5	1	1
ANTOTH0138	ANTOTH0138	30	9296430	9296430	original sample frame	1	0
LIMHHE0258	LIMHHE0258	30	9331410	9331410	original sample frame	1	0
534853_v2018	534853_v2018	30	9393454	9393454	watersurfaces_hab_v5	1	1
LIMBRE0246	LIMBRE0246	30	9474194	9474194	watersurfaces_hab_v5	1	1
ANTRIJ0016	ANTRIJ0016	30	9512094	9512094	watersurfaces_hab_v5	1	1
LIMHAS0743	LIMHAS0743	30	9545446	9545446	watersurfaces_hab_v5	1	0
632378_v2020	632378_v2020	30	9619190	9619190	watersurfaces_hab_v5	1	1
ANTLIL0532	ANTLIL0532	30	9802198	9802198	original sample frame	1	1
ANTTUR0304	ANTTUR0304	30	9883950	9883950	original sample frame/assessments monitoring cycle 1	3	1
VBRBEG0159	VBRBEG0159	30	9887062	9887062	original sample frame	1	0
ANTVOS0039	ANTVOS0039	30	9946158	9946158	original sample frame	1	0
ANTBSE0317	ANTBSE0317	30	10040990	10040990	watersurfaces_hab_v5	1	1
ANTOTH0216	ANTOTH0216	30	10054190	10054190	original sample frame	1	1
ANTRAV0377	ANTRAV0377	30	10152750	10152750	original sample frame	1	0
ANTLIL0296	ANTLIL0296	30	10195414	10195414	watersurfaces_hab_v5	1	1
LIMZNH0516	LIMZNH0516	30	10211046	10211046	original sample frame	2	1
LIMGNK0854	LIMGNK0854	30	10305074	10305074	original sample frame	1	0
ANTOTH0243	ANTOTH0243	30	10345006	10345006	original sample frame	1	0
ANTHST0307	ANTHST0307	30	10354998	10354998	original sample frame	1	0
ANTRIJ0006	ANTRIJ0006	30	10560670	10560670	watersurfaces_hab_v5	1	1
ANTRIJ0015	ANTRIJ0015	30	10560670	10560670	watersurfaces_hab_v5	1	1
ANTRIJ0039	ANTRIJ0039	30	10560670	10560670	watersurfaces_hab_v5	1	1
ANTRIJ0042	ANTRIJ0042	30	10560670	10560670	watersurfaces_hab_v5	1	1
ANTMOL0323	ANTMOL0323	30	10592374	10592374	watersurfaces_hab_v5	1	1
WVLJAB0449	WVLJAB0449	30	10632961	10632961	watersurfaces_hab_v5	1	1
ANTHST0508	ANTHST0508	30	10662230	10662230	original sample frame/assessments monitoring cycle 1	3	1
LIMBRE0301	LIMBRE0301	30	10752146	10752146	watersurfaces_hab_v5	1	1
LIMGNK0102	LIMGNK0102	30	10801458	10801458	watersurfaces_hab_v5	1	0
ANTOTH0324	ANTOTH0324	30	10840622	10840622	original sample frame/assessments monitoring cycle 1	2	1
LIMHAS0547	LIMHAS0547	30	10850610	10850610	original sample frame	1	0
ANTTUR0055	ANTTUR0055	30	10965294	10965294	watersurfaces_hab_v5	1	1
LIMNEE0125	LIMNEE0125	30	10995986	10995986	original sample frame	1	1
VBRROT0102	VBRROT0102	30	11169926	11169926	watersurfaces_hab_v5	1	1
LIMHHE0112	LIMHHE0112	30	11222738	11222738	assessments monitoring cycle 1	2	1
ANTLIL0529	ANTLIL0529	30	11264470	11264470	watersurfaces_hab_v5	1	1
WVLWIN0592	WVLWIN0592	30	11265089	11265089	watersurfaces_hab_v5	1	1
ANTHST0396	ANTHST0396	30	11272502	11272502	original sample frame	1	0
ANTBAL0676	ANTBAL0676	30	11282294	11282294	watersurfaces_hab_v5	1	1
LIMGNK0219	LIMGNK0219	30	11286066	11286066	watersurfaces_hab_v5	1	0
ANTLIL0046	ANTLIL0046	30	11317718	11317718	original sample frame	1	1
ANTBAL0715	ANTBAL0715	30	11446134	11446134	watersurfaces_hab_v5	1	1
ANTMRK0334	ANTMRK0334	30	11451694	11451694	watersurfaces_hab_v5	1	1
ANTTUR0018	ANTTUR0018	30	11466030	11466030	watersurfaces_hab_v5	1	1
ANTMOL0619	ANTMOL0619	30	11585782	11585782	watersurfaces_hab_v5	1	0
644674_v2023	644674_v2023	30	11588214	11588214	watersurfaces_hab_v5	2	1
ANTMOL0560	ANTMOL0560	30	55571574	11662454	original sample frame	1	0
543317_v2016	543317_v2016	30	11688686	11688686	original sample frame	1	1
ANTARE0070	ANTARE0070	30	11689774	11689774	watersurfaces_hab_v5	1	0
LIMHAS0191	LIMHAS0191	30	11708134	11708134	watersurfaces_hab_v5	1	0
LIMHAS0256	LIMHAS0256	30	11708134	11708134	watersurfaces_hab_v5	1	0
LIMHAS0872	LIMHAS0872	30	11708134	11708134	watersurfaces_hab_v5	1	0
LIMHAS0873	LIMHAS0873	30	11708134	11708134	watersurfaces_hab_v5	1	0
ANTBAL0595	ANTBAL0595	30	11757430	11757430	watersurfaces_hab_v5	2	1
LIMMGR0267	LIMMGR0267	30	11774930	11774930	watersurfaces_hab_v5	1	1
WVLJAB0427	WVLJAB0427	30	11779841	11779841	watersurfaces_hab_v5	1	1
534999_v2018	534999_v2018	30	11793710	11793710	watersurfaces_hab_v5	1	1
ANTBSE0314	ANTBSE0314	30	11810462	11810462	assessments monitoring cycle 1	1	1
586712_v2014	586712_v2014	30	11877678	11877678	watersurfaces_hab_v5	1	0
LIMDPB0157	LIMDPB0157	30	11954482	11954482	original sample frame	1	1
ANTTUR0299	ANTTUR0299	30	12055854	12055854	watersurfaces_hab_v5	1	1
LIMASS1070	LIMASS1070	30	12091858	12091858	watersurfaces_hab_v5	1	1
LIMHAS0489	LIMHAS0489	30	12095794	12095794	watersurfaces_hab_v5	1	0
ANTGEE0877	ANTGEE0877	30	12113654	12113654	watersurfaces_hab_v5	1	1
LIMGNK0374	LIMGNK0374	30	12187954	12187954	original sample frame/assessments monitoring cycle 1	1	1
LIMGNK0385	LIMGNK0385	30	12249394	12249394	original sample frame	1	1
WVLJAB0420	WVLJAB0420	30	12369665	12369665	watersurfaces_hab_v5	1	1
ANTRIJ0029	ANTRIJ0029	30	12379294	12379294	watersurfaces_hab_v5	1	0
LIMHHE0222	LIMHHE0222	30	12443346	12443346	original sample frame	1	1
LIMHEC0032	LIMHEC0032	30	12457746	12457746	watersurfaces_hab_v5	1	1
ANTGEE0863	ANTGEE0863	30	12637942	12637942	watersurfaces_hab_v5	1	1
ANTKAS0211	ANTKAS0211	30	12652534	12652534	original sample frame	1	1
WVLZED0285	WVLZED0285	30	12664577	12664577	watersurfaces_hab_v5	1	1
WVLZED0583	WVLZED0583	30	12664577	12664577	watersurfaces_hab_v5	1	1
LIMHAS0708	LIMHAS0708	30	12691174	12691174	watersurfaces_hab_v5	1	0
LIMHAS0709	LIMHAS0709	30	12691174	12691174	watersurfaces_hab_v5	1	0
LIMHAS0861	LIMHAS0861	30	12691174	12691174	watersurfaces_hab_v5	1	0
LIMHAS0862	LIMHAS0862	30	12691174	12691174	watersurfaces_hab_v5	1	0
LIMLOM0211	LIMLOM0211	30	12831350	12831350	assessments monitoring cycle 1	1	0
ANTRET0092	ANTRET0092	30	12838134	12838134	original sample frame	1	0
ANTBAL0371	ANTBAL0371	30	12845942	12845942	original sample frame	1	0
ANTKAS0030	ANTKAS0030	30	12957654	12957654	assessments monitoring cycle 1	1	1
LIMZNH0430	LIMZNH0430	30	13094630	13094630	watersurfaces_hab_v5	2	1
ANTLIL0017	ANTLIL0017	30	13105622	13105622	original sample frame	1	1
WVLBRN0165	WVLBRN0165	30	13112385	13112385	original sample frame	1	1
LIMZNH0347	LIMZNH0347	30	13149906	13149906	original sample frame	1	1
LIMGNK0866	LIMGNK0866	30	13203762	13203762	watersurfaces_hab_v5	1	0
ANTMOL0147	ANTMOL0147	30	13225078	13225078	watersurfaces_hab_v5	1	1
ANTBCT0802	ANTBCT0802	30	13234334	13234334	watersurfaces_hab_v5	2	1
545720_v2016	545720_v2016	30	13261550	13261550	original sample frame	2	1
ANTBAL0559	ANTBAL0559	30	13282934	13282934	original sample frame	1	1
LIMGNK0177	LIMGNK0177	30	13351218	13351218	original sample frame/assessments monitoring cycle 1	2	1
