code_watersurfaces	grts_ranking	in_object	x	y
ANTHST0096	33468758	1	184414.34829833	191238.81145
ANTHST0076	33485142	1	184494.29891045	190451.22425
LIMOPG0460	33499730	1	237553.899412081	193517.067049999
ANTBRS0037	33544414	1	161900.653727159	225199.0474
ANTGEE0868	33549046	1	190260.796281178	209527.09615
WVLKNO0387	33558069	1	79804.5393821164	228271.411149999
ANTHST0346	33567062	1	185110.75596664	191187.9385
WVLJAB0084	33603329	1	61408.59807451	205358.0561
ANTHUL0183	33629270	1	184751.3874733	194952.18455
WVLKNO0411	33635637	1	77792.4371153201	227556.868550001
WVLZED0213	33636097	1	61447.8587823107	204581.8551
ANTMOL0577	33661046	1	205628.813453252	211546.530749999
LIMBRG0367	33662134	1	204935.486583383	194281.976850001
LIMGNK0887	33663282	1	224974.553675179	183032.936000001
LIMHHE0316	33677010	1	223631.67528828	190468.5265
ANTBAA0062	33697070	1	186091.184448027	233921.85225
WVLKOK0150	33697585	1	33578.2970749994	202838.154999999
ANTHTS0090	33706966	1	179530.62078146	207825.81045
ANTBSE0053	33732254	1	180726.044056839	224497.455
WVLDEP0003	33743025	1	24779.1330794935	196815.787450001
ANTHST0506	33747286	1	184766.860927323	190432.1973
LIMHAS0453	33751346	1	221584.609907808	183379.6131
ANTARE0010	33767214	1	198319.69384388	230276.92
WVLMID0123	33783409	1	39994.4492411232	208680.425349999
ANTLIL0512	33878486	1	180596.99459275	218120.6013
OVLSTL0263	33888541	1	101094.846279264	219072.82515
ANTKAS0455	33898486	1	187716.1053381	217924.2441
ANTTUR0274	33923374	1	191586.77305278	228721.6277
LIMGNK0035	33958194	1	225892.902633454	182438.053372373
ANTTUR0347	34034734	1	188906.650014176	220020.718449999
ANTRIJ0053	34034846	1	175675.029295376	224575.024650731
OVLSTL0064	34049353	1	94706.2607797697	217289.8904
ANTBAL0451	34060150	1	208504.52016262	206111.7424
ANTBSE0335	34101918	1	183129.904306227	224879.174327376
LIMKIN0015	34111890	1	243301.56573087	208211.74595
LIMSTT0069	34121190	1	209812.65619805	172352.13925
LIMBRE0099	34145426	1	241349.407767925	206280.847900001
ANTHUL0272	34153558	1	184590.883886028	194751.83045
ANTBCT0742	34153950	1	165562.024171424	227415.5513
WVLOSK0694	34155457	1	73103.214162163	205438.124850001
WVLHOU0413	34186193	1	51355.381029786	185424.0559
ANTKAL0123	34189022	1	155917.804330483	228662.145099999
LIMHAS0624	34246962	1	221353.83270807	184596.783200001
ANTKAL0242	34257630	1	158177.1267	228133.0509
WVLZUI0201	34262453	1	61748.2459435939	220554.637399999
401782_v2018	34266805	1	69814.4297437535	219620.654100001
LIMBIL0092	34297650	1	232619.47211974	177598.4913
WVLDEH0296	34303413	1	61278.0495563135	222220.41495
ANTBCT0129	34313694	1	166742.317705914	228892.028100001
VBRTWI0172	34338950	1	185513.256549999	180163.71855
WVLDEH0225	34368949	1	61603.200514198	222029.8413
615455_v2014	34389321	1	91951.9608984513	217622.710100001
LIMZNH0576	34410214	1	217992.115537591	184645.5568
WVLKNO0289	34467125	1	76890.3641474482	227877.721999999
WVLDIK1039	34487793	1	44120.1919701493	186833.4441
ANTMOL0570	34490486	1	205918.678843292	217760.120200001
ANTTUR0627	34492406	1	189670.35373195	217922.344550001
ANTHTS0171	34514390	1	184152.184066819	210811.357100001
ANTGRO0101	34529238	1	178725.91248318	206131.2162
OVLSTL0016	34547485	1	93475.2700475909	219907.94765
544684_v2016	34629358	1	205159.225653125	220112.6456
ANTKAL0247	34634462	1	158705.75421049	227915.42275
LIMZNH0457	34651830	1	218025.8026588	189396.79825
ANTBSE0058	34675358	1	182486.04736958	225302.2114
425774_v2020	34705318	1	186176.443732143	180258.226299999
LIMHAS0181	34776806	1	216174.910286043	180873.51785
LIMMSK0183	34785682	1	244553.201646924	202587.370450001
ANTBCT0794	34787486	1	169831.874575065	224653.954300001
WVLKNO0033	34815285	1	77963.3322514575	227470.88405
WVLMID0117	34818673	1	38551.0376404369	205336.922
WVLBLA0312	34835893	1	62819.8375398423	220548.0022
WVLDAM0160	34838325	1	79476.0109027259	220944.724000001
LIMBIL0008	34856498	1	228391.09989527	178023.3645
WVLDEP0159	34889905	1	25467.550768733	196785.67805
LIMMSM0247	34940498	1	242105.233036333	188623.578299999
OVLLOC0341	34963721	1	115922.542935776	203722.137250001
WVLBLA0202	34992821	1	63461.9588143648	221010.995299999
WVLDEP0111	35005617	1	24187.7380270056	198570.48835
WVLJAB0596	35012353	1	61030.828956478	205092.1434
WVLWIN0255	35012673	1	78135.6035175156	196832.486099999
LIMZNH0446	35038930	1	224151.97775761	188496.91045
ANTARE0189	35068654	1	202703.71103814	224040.1371
493849_v2018	35077057	1	73481.7846365848	205469.036699999
LIMMGR0346	35082066	1	237650.735054493	200583.536599999
WVLBLA0314	35098037	1	62835.6949452756	220219.79795
ANTMOL0036	35123318	1	206195.20617989	213749.771028772
WVLBRU0830	35143349	1	69897.7495383657	220702.694500001
WVLBLA0166	35156661	1	64558.7980540356	220804.7958
ANTOTH0269	35166766	1	195717.69545155	225475.26505
WVLNWP0048	35174193	1	36306.7777706264	205211.72095
ANTGEE0142	35182326	1	189274.4633957	209664.1661
WVLWIN0042	35185729	1	76705.0172623833	199096.17395
WVLKOK0155	35192625	1	31670.6953795924	203642.9519
ANTANT0381	35203369	1	148476.759510581	209255.141999999
LIMKRS0347	35236914	1	224873.69666072	174691.63455
LIMHAS0671	35241702	1	215481.747541318	184315.908049999
ANTMOL0142	35255414	1	206979.05734078	218399.142
ANTRIJ0171	35259294	1	174913.638320041	228591.715920567
LIMZNH0019	35282614	1	218487.707957031	186471.516150001
LIMZNH0334	35301074	1	223812.3019112	188457.3931
ANTTUR0358	35312686	1	188320.220794703	219363.01035
WVLKNO0170	35355445	1	80303.5992272158	225571.218700001
WVLJAB0430	35372801	1	61544.0009812154	205430.80875
VBRTRE0216	35384150	1	177442.16577047	189140.1678
ANTMEC0280	35396374	1	159801.12967339	189885.75165
ANTMEC0281	35396374	1	159814.88115355	189871.34505
ANTMRK0015	35402142	1	182386.282554791	228394.4331
ANTBSE0194	35415710	1	181459.842021817	225359.701900002
534967_v2018	35476782	1	189606.468115222	228701.912049999
WVLMID0075	35480945	1	42917.0762346707	210667.649149999
WVLDEH0203	35483061	1	61133.9770286415	222089.7784
ANTMOL0152	35492982	1	207929.527376862	215155.788421366
494789_v2020	35509609	1	124279.807777506	214215.1785
WVLODB0280	35560449	1	56359.3956252375	212317.215300001
ANTTUR0025	35561774	1	191054.217472942	227823.643650001
ANTBSE0279	35567262	1	180606.628011847	224440.9833
ANTTUR0079	35594542	1	190218.922866243	228283.5351
361087_v2020	35598470	1	179250.359952814	184838.183900001
ANTBAL0519	35612534	1	207222.531468797	204694.032000002
ANTRAV0163	35625774	1	195384.0680349	227955.5134
ANTRAV0381	35664174	0	192263.872741723	228029.604509557
LIMNEE0213	35686674	1	223154.59838422	217286.6504
ANTHGS0010	35732574	1	180693.35160566	242949.1028
WVLKNO0004	35732789	1	77613.4650188162	227623.301450001
534878_v2018	35804462	1	189224.347457293	228138.716250001
LIMHAS0152	35825382	1	216237.817047408	180794.050700001
585555_v2020	35841502	1	165408.444050526	228620.473099999
ANTKAP0006	35842014	1	154084.43318034	225439.8193
WVLMID0279	35867249	1	38481.8073175188	205505.06985
445498_v2016	35905205	1	69809.8003941255	220252.8391
LIMLOM0237	35948818	1	223030.71123449	217489.9864
ANTHTS0162	35960790	1	185132.880908163	209707.673749998
ANTBCT0272	36018398	1	162867.188764384	226358.476950001
637311_v2020	36024790	1	181421.138872345	217990.147950001
ANTBOE0063	36033174	1	159181.87310538	207542.5574
618311_v2014	36039733	1	78291.4479293284	218949.166099999
ANTOTH0029	36090158	1	192282.44351799	227774.7564
ANTTUR0302	36098350	1	190217.295739051	229261.078600001
LIMHVL0062	36102838	1	212951.88086596	187954.62965
ANTBCT0111	36138462	1	164381.071855677	227066.014049999
LIMHHE0310	36167378	1	223486.51897436	190264.54755
LIMZNH0282	36216502	1	217554.16389189	186135.174
ANTHGS0492	36226462	1	182139.596054085	233033.444599999
LIMHEC0128	36242038	1	217628.939087903	205656.620099999
ANTOLE0052	36255702	1	185390.86587567	208942.57875
ANTBCT0493	36280542	1	163143.150179828	226626.373699998
OVLSGW0040	36289129	1	133658.9486286	214441.613
OVLASN0200	36294409	1	109294.606460365	216584.86895
WVLDEP0054	36299953	1	26052.9188583536	199386.2315
ANTBCT0099	36300254	1	165617.134982766	228291.1756
479576_v2018	36323241	1	124753.893388397	199134.0801
ANTBCT0046	36335070	1	165109.873909484	227623.71345
WVLKNO0374	36404533	1	78961.1481263196	228151.832649998
ANTHST0639	36438326	1	187651.36053021	191431.4603
ANTBAL0444	36464502	1	207240.555313337	204822.466800001
LIMGNK0081	36497714	1	226580.42715638	183318.01285
VBRSZI0329	36518198	1	191736.249599922	191405.390899999
LIMHAS0250	36529894	1	216068.645598949	180662.712099999
LIMHAS0875	36529894	1	216056.409330041	180652.36565
WVLDIK0136	36543985	1	44602.29094652	186987.07255
WVLKOK0144	36548401	1	33422.6290731601	203363.04895
WVLKNO0309	36580661	1	77228.60667481	227736.160150001
473702_v2016	36601269	1	60850.0181123659	222064.399599999
WVLZED0178	36650753	1	61483.1376515728	204541.11795
LIMBIL0067	36656946	1	232728.14868565	177591.86535
WVLBRU1184	36662965	1	68985.8405804279	218976.18365
LIMLOM0030	36671862	1	210755.1636691	212438.4778
WVLJAB0495	36749057	1	61401.2093299988	205478.66165
ANTGEE0860	36755190	1	189036.966415295	209733.3793
WVLKNO0312	36782133	1	78160.2795927931	226449.918500001
WVLODB0162	36805633	1	56310.1719496097	212156.003800001
ANTBSE0325	36860574	1	180581.891117538	220213.489
LIMHAS0738	36873958	1	216121.384243748	180703.781750001
LIMHAS0540	36880102	1	215160.335218986	184147.810549999
WVLDEP0028	36886705	1	26731.5548528969	200546.764350001
LIMZNH0046	36921014	1	217963.70935073	186024.428099999
LIMKIN0058	36927890	1	244466.042725166	206254.103050001
ANTMEE0180	36935158	1	195354.683820144	203716.504449999
ANTLIL0249	36942294	1	181403.96392384	218144.9814
OVLSGW0033	36960873	1	133593.8164339	214424.0783
425611_v2020	36999078	1	186263.194625531	180184.133350002
WVLDEP0137	37033137	1	23496.6418121885	199172.2665
ANTBCT0028	37037534	1	165755.432759545	227648.28865
WVLDEH0184	37055925	1	61203.8736596402	221997.4716
ANTKAS0429	37064694	1	189177.780957106	216948.611949999
538483_v2018	37109505	1	61140.925390146	205055.6997
LIMHAS0490	37175014	1	215981.91228879	185544.97985
WVLBRU1087	37215925	1	70000.4579249996	220380.280549999
WVLBRN0145	37229633	1	75665.92484363	200444.65565
LIMDPB0092	37247282	1	223801.53351172	182275.484650001
WVLDEP0015	37249201	1	25335.2724554359	196790.4542
LIMMSK0164	37303442	1	243147.0890375	202529.0374
ANTMOL0770	37332718	1	205556.710749275	219043.9168
LIMTES0212	37351478	1	195996.74273685	192071.07055
WVLBLA0274	37352117	1	63130.2166656656	220831.604249999
LIMZNH0234	37396150	1	217415.220924951	186398.860950001
ANTBCT0613	37417118	1	173177.246731631	226357.506000001
592979_v2014	37424693	1	80212.1351560199	228214.5756
ANTRIJ0069	37430430	1	175130.396498125	224907.425549999
WVLGIS0041	37433201	1	49698.7700991991	209271.432150001
ANTBCT0085	37449182	1	164653.241356963	227265.708000001
OVLSTL0008	37451549	1	93997.1381520755	219660.2377
ANTBSE0014	37464734	1	184760.817613395	224746.32085
ANTGEE0182	37481206	1	190136.384298702	209816.9935
WVLKOK0068	37484721	1	28732.126803875	201021.6951
ANTMEC0137	37493526	1	159767.06106261	189783.2325
ANTVOR0157	37529814	1	177611.234253685	214796.731250001
WVLBRU0355	37548481	1	74432.5231768001	210622.968250001
WVLKOK0028	37550257	1	28476.0598815345	200236.012049999
VBRKAM0057	37584070	1	162905.642595754	179976.013519721
WVLKNO0009	37584181	1	78816.1138645574	227956.713400001
WVLBRU0692	37618741	1	72192.6717710748	220799.560600001
LIMZNH0188	37658294	1	217133.30955898	186411.49375
ANTKAL0274	37682910	1	154505.812911616	230395.77255
OVLMDG0390	37684417	1	86053.97197866	205464.5157
ANTOTH0110	37693998	1	194868.436544936	223668.701049998
473321_v2018	37714654	1	158652.878989028	228523.9221
WVLBRU0368	37739189	1	65727.7952865415	224429.966050001
ANTHTS0016	37746646	1	184326.6137515	208499.33465
ANTVOR0159	37753302	1	178029.957384621	215032.004500002
WVLKNO0056	37797173	1	78810.7430443096	227646.9198
LIMLNK0083	37812210	1	238767.32163574	179809.70215
WVLBRD0079	37816433	1	53459.1600453148	217228.92255
LIMZNH0225	37818086	1	218031.258009248	184482.601959352
ANTRIJ0071	37823646	1	175085.663445165	224876.336850001
LIMHAS0283	37856998	1	215880.719588483	180785.2663
WVLHOU0559	37888977	1	50798.6129070739	184203.617249999
LIMZNH0539	37899958	1	216370.091563258	186516.863506683
WVLMID0212	37923633	1	37209.790132703	207015.093700001
LIMHAS0764	37945650	1	221624.908818249	183276.530000001
ANTMEC0180	37989910	1	155644.314256315	195013.573249999
WVLBRU0713	38031029	1	68905.6124655848	222154.7687
ANTMOL0551	38048886	1	207580.92940517	214868.8192
WVLKOK0053	38072113	1	33252.3877380156	203246.751150001
ANTBCT0414	38082782	1	163095.452489442	225582.549549999
WVLZED0154	38092545	1	61151.1029107652	204447.5889
WVLBRU0717	38133429	1	69429.6915486318	220545.890349999
LIMHHE0332	38149842	1	224520.65264096	190985.61575
ANTBAL0761	38168438	1	206831.014158611	204402.925849998
LIMGNK0152	38284754	1	228976.10704133	185994.1877
LIMZNH0480	38313654	1	217394.87900437	186312.715299999
OVLSTL0202	38342985	1	91252.010371857	217420.05235
WVLDEH0185	38464949	1	60968.210355002	221333.479799999
LIMGNK0004	38496562	1	225638.21629843	182435.0008
639446_v2020	38511542	1	216702.960500901	201551.914649999
629217_v2020	38524662	1	189947.341846164	210145.0452
LIMPEE0200	38525138	1	222299.386263561	199606.484650001
ANTRAV0132	38527790	1	197151.83233462	233092.907
ANTMEC0267	38542102	1	159896.15987565	189827.3772
ANTMEC0268	38542102	1	159916.11288179	189840.70225
WVLBLA0236	38546869	1	62752.9098476947	221923.3391
538819_v2018	38549398	1	166760.018813497	212843.033299999
LIMZNH0223	38575798	1	217421.00264358	185989.0583
ANTBSE0326	38580894	1	181287.209784902	219786.2103
LIMBOC0115	38635026	1	232270.30216698	211727.26455
ANTOTH0399	38640174	0	195243.73872018	225574.9051
ANTBCT0787	38661598	1	163951.350532268	227742.13955
ANTBSE0030	38676126	1	181723.254934135	226050.396949999
ANTTUR0310	38688046	1	189178.202428866	228228.85715
413007_v2020	38695254	1	184875.26776994	190683.1339
ANTBCT0285	38705374	1	162932.247663261	225854.55845
ANTHST0109	38711638	1	184475.38596671	191242.20675
WVLHOU0549	38737873	1	50533.7563507063	184630.6556
ANTKAS0331	38753526	1	195165.986714708	218132.33945
ANTGEE0193	38786806	1	189743.92885132	210021.42665
LIMBRE0113	38809746	1	240749.42175418	208422.2286
ANTOTH0014	38809902	1	192122.81527196	227863.31135
LIMDPB0100	38820146	1	224061.728084058	182318.8981
LIMZNH0139	38821558	1	218311.820433755	185905.001800001
LIMHHE0331	38821586	1	224306.475116784	190931.400349999
ANTRIJ0027	38872222	1	174981.962402653	224819.78475
ANTRIJ0045	38872222	1	174959.716247589	224808.297600001
LIMGNK0861	38900018	1	221502.80848255	183791.5257
LIMHAS0160	38905574	1	216006.793545368	180716.6503
LIMHAS0280	38905574	1	215994.189915797	180708.117349999
VBRDIE0275	38926390	1	202044.028915407	191002.9548
WVLDIK1027	38927857	1	44262.15332924	187097.01455
ANTARE0218	38935278	1	202317.77125478	224429.73305
ANTKAS0374	38950134	1	195121.874639617	217797.387399999
ANTHST0191	38957398	1	185099.736491405	190795.831049999
WVLDEH0180	39005621	1	62116.7363926523	221944.02045
VBRSZI0284	39019830	1	192551.65741418	189723.5005
ANTBSE0318	39073438	1	181299.592649796	224371.1217
LIMZNH0548	39100086	1	217204.22044862	186052.88645
LIMZNH0514	39112422	1	218130.78520508	185082.98055
LIMZNH0515	39112422	1	218129.4559265	185056.45715
ANTBRM0195	39113449	1	143214.06761999	200204.5506
WVLBLA0066	39161269	1	62282.8405310454	220058.522050001
ANTLIL0236	39170518	1	181312.51623365	217872.61165
OVLSTL0217	39178525	1	99715.7198021881	220226.81305
WVLBLA0013	39292341	1	62842.3747824771	220166.0776
LIMZNH0158	39345846	1	218370.911760112	186196.597649999
LIMDST0194	39347794	1	242842.03090667	189263.2435
ANTBAL0596	39348086	1	206984.816853321	204863.4091
WVLKNO0379	39353653	1	78513.9455006751	228569.48635
WVLHOU0686	39363537	1	51308.8064129797	185173.098099999
ANTKAS0351	39382006	1	193771.23323194	217499.72965
LIMZNH0022	39411382	1	217788.38807332	186670.3634
463151_v2018	39428882	1	223768.303112246	205669.486100001
ANTRIJ0030	39449758	1	175536.847300805	224477.22395
VBRHOL0038	39456646	1	176370.34741607	179248.22095
LIMHAS0518	39485746	1	220957.701291175	182616.647950001
LIMDST0113	39490130	1	239464.33804915	190404.787
472645_v2016	39490229	1	64681.41409824	220354.5066
ANTWIL0084	39493609	1	151941.174689958	193923.143399999
ANTHGS0277	39501150	1	171473.73881447	237627.53995
ANTTUR0356	39506990	1	188388.286034281	219476.7841
ANTVOR0148	39527638	1	175731.456151625	212047.90425
493042_v2018	39529006	1	194657.442036261	223303.423850002
WVLBRU1091	39575221	1	69905.7151249821	220396.949349999
LIMHHE0247	39591634	1	224661.77068839	191590.1208
492191_v2018	39623798	1	206702.416406902	212339.818600001
LIMZNH0303	39624374	1	217416.21899958	185822.2754
LIMDPB0098	39672114	1	223860.196962975	181923.997099999
ANTKAL0057	39680734	1	159101.05539786	227906.90665
444320_v2016	39687785	1	129001.774921992	214954.2677
LIMHHE0333	39722706	1	224633.77632943	190955.0756
LIMZNH0091	39751398	1	217289.67681184	185809.3503
ANTTUR0628	39768366	1	190251.851007736	229044.74945
478933_v2018	39776769	1	69889.2811551343	217414.084100001
WVLKOK0089	39796529	1	30812.5086159211	202343.64115
ANTBCT0242	39823582	1	163808.29625786	226549.01865
WVLBLA0179	39858869	1	63692.3624634006	221941.293499999
WVLOOS0013	39859569	1	46249.7182839416	210895.198000001
WVLJAB0445	39894785	1	61300.221549999	205285.248
ANTGEE0136	39900918	1	188994.264735683	209758.303750001
LIMLNK0166	39902194	1	240361.442689358	180279.78335
WVLBRN0422	39905345	1	74555.8881427	200469.2663
ANTBCT0579	39907486	1	173050.500080329	225928.3171
OVLMOE0046	39908713	1	121112.199444118	211867.386599999
WVLBRU0823	39915189	1	68833.2338632799	220775.350399999
ANTRIJ0051	39920798	1	175008.93740122	224794.27035
ANTBRM0255	39932649	1	144804.096716309	200994.50055
WVLBLA0256	39940789	1	64486.838703806	220801.97225
WVLKNO0054	39943477	1	78528.6722178536	227944.096349999
LIMHHE0030	39944118	1	218166.207202343	195670.795999998
LIMKIN0044	39977362	1	245165.101078473	206440.777799999
ANTKAL0366	40022750	1	154999.557776078	231106.29325
ANTKAS0405	40033270	1	190489.53692816	214960.50455
VBRSZI0325	40068406	1	192672.27337936	189738.9567
WVLBLA0310	40078773	1	62827.7630029411	220405.8486
LIMHHE0317	40099538	1	223572.48682806	190402.62825
WVLBLA0240	40119733	1	62965.2863731237	221821.80095
LIMMSK0113	40155730	1	236952.137221724	192638.079300001
WVLKNO0384	40177205	1	80308.3405455869	228573.248
LIMLOM0475	40200566	1	216616.909104447	216985.640100076
WVLDEH0204	40201653	1	61347.1222135008	221993.3243
ANTHTS0069	40216022	1	184228.17311882	211105.03655
LIMZNH0445	40281810	1	224094.080404878	188503.8331
ANTBSE0093	40285854	1	180466.024983133	224353.094349999
WVLDEP0103	40293553	1	22582.5183425928	199145.627149999
WVLDEP0104	40293553	1	22575.7904006883	199143.320049999
ANTRAV0134	40313646	1	197425.507172142	233986.818500001
LIMZNH0492	40328886	1	218120.76295997	186262.77155
WVLGIS0048	40333169	1	49646.7142730953	209140.00615
ANTBSE0165	40393374	1	183134.095792069	224782.852729251
ANTMOL0546	40410230	1	206597.851712976	212217.7688
LIMZNH0348	40412882	1	224358.61107435	188533.7245
WVLBRN0433	40413249	1	74186.8710807746	200582.0305
WVLKNO0032	40434997	1	77478.1604007446	228070.20135
WVLKNO0059	40434997	1	77482.3893756887	228091.10485
ANTMAL0018	40446166	1	176135.8441281	215679.4312
LIMHAS0914	40451814	1	216208.97991626	185760.55155
WVLKNO0027	40452149	1	77972.9206965846	226736.994449999
LIMZNH0171	40459958	1	217698.71018334	186615.0631
LIMLOM0346	40465782	1	212607.208026175	217612.63455
ANTGEE0032	40512310	1	191474.63943291	198843.0456
ANTGEE0069	40512310	1	191497.67795397	198829.26535
ANTTUR0007	40537390	1	189763.400875762	230931.8391
ANTRAV0288	40540974	1	195834.856117602	227977.922
LIMHEC0398	40547254	1	218241.451747538	199184.487400001
WVLKNO0311	40582453	1	77865.4269576748	227663.570149999
LIMHAS0541	40582886	1	215650.045859218	185415.52605
427747_v2020	40627398	1	162406.760728528	179487.874949999
536539_v2018	40637505	1	75505.1353423502	200409.8313
ANTMEC0262	40639254	1	159939.28942414	189724.40375
WVLKOK0005	40655025	1	28166.1678869886	200617.29685
VBRARS0086	40657030	1	181407.18655683	184741.1977
LIMZNH0144	40672950	1	217585.02173272	185927.53665
424241_v2020	40688626	1	240412.364749552	180296.357899999
ANTBSE0197	40691358	1	180110.942221174	224920.46005
WVLKNO0166	40714293	1	78181.0548785439	226530.0242
534969_v2018	40719662	1	189482.384527947	228587.148699999
LIMGNK0056	40747314	1	221813.07681166	183683.4924
LIMHAS0855	40759602	1	220606.231296802	183952.539399998
LIMBRG0274	40761014	1	211985.45202291	193693.3849
WVLBRD0115	40773745	1	53850.8183341936	215982.043300001
WVLKOK0111	40800049	1	32736.9922073688	204303.0096
VBRARS0370	40808582	1	179541.68019547	184777.22233366
ANTTUR0275	40837422	1	190171.39752037	228148.287699999
LIMNEE0176	40847634	1	223766.89405956	218182.9916
OVLSTL0052	40849737	1	91232.8036967366	217883.968150001
473320_v2018	40860382	1	158483.652708826	228522.1701
ANTKAS0229	40873974	1	188570.725750872	215503.032099999
WVLODB0081	40875121	1	54255.9932876435	210484.632350001
ANTGEE0034	40905526	1	191776.699155063	199069.806050001
LIMOPG0129	40928722	1	231705.50911581	193794.1675
WVLJAB0496	40943361	1	61330.6013062509	205503.869450001
WVLZED0058	40976129	1	61218.743796266	204657.34275
512756_v2018	41020853	1	61938.2337465377	220802.832549999
LIMZNH0085	41066166	1	217273.76701573	186676.5688
LIMHAS0121	41068262	1	216174.150712611	180718.902550001
LIMHAS0266	41068262	1	216177.676153805	180733.218549998
LIMHEC0026	41085138	1	221627.814239088	200330.7806
ANTMRK0292	41087390	1	182607.748505958	226994.55645
WVLBLA0263	41087669	1	63961.7876901039	220909.11905
WVLBLA0349	41095861	1	63921.8528782281	220342.5854
ANTMOL0099	41125614	0	203871.426407302	220544.558332083
590297_v2018	41153838	1	189756.186753095	229283.91265
WVLZUI0173	41181185	1	61529.1292041315	215470.0626
LIMPEE0593	41182226	1	230687.14287988	203713.367
WVLKNO0167	41253685	1	79453.3037127355	224968.158
LIMGNK0072	41271602	1	222039.08265824	183648.63675
LIMGNK0174	41271602	1	222055.50079848	183667.3728
ANTDES0010	41310326	1	205774.25385673	215594.20255
ANTBCT0106	41315806	1	165170.80003924	227590.860300001
ANTKAL0267	41319134	1	158856.38285053	228547.21615
LIMGNK0898	41341234	1	222075.809372391	184146.724849999
ANTLIL0090	41392598	1	179800.94220596	214074.90885
LIMGNK0046	41400626	1	224556.643897183	184871.135749999
ANTHUL0181	41452630	1	183624.18012741	194641.4124
OVLTEM0140	41456361	1	143819.824778549	202028.714599999
WVLBLA0463	41463221	1	62604.0540262062	221183.2245
ANTRIJ0008	41477278	1	174645.07247292	226081.6478
LIMHEC0132	41484918	1	217705.892358069	205751.4288
WVLOSK0692	41495489	1	73002.632734133	205489.214749999
ANTMOL0653	41502838	1	206348.58520647	218197.37595
LIMMSK0427	41519506	1	243650.144973631	202526.9935
LIMZNH0407	41524918	1	217075.321048242	185863.68385
ANTGEE1081	41525494	1	195979.41495589	210922.63265
ANTRIJ0092	41526942	1	180236.705967205	225858.8629
ANTHTS0138	41531350	1	185404.110507599	209891.125
618242_v2014	41577525	1	78446.9061660908	219201.2611
LIMBRE0103	41590930	1	239909.420975189	207867.65495
LIMNEE0109	41601298	1	223468.212457524	217679.06945
LIMHEC0047	41609426	1	221453.15374226	200578.5029
LIMHVL0137	41624246	1	214378.21601176	188255.3398
ANTMOL0607	41647606	1	199653.536574185	205679.9725
ANTTUR0340	41669678	1	188759.78425677	219154.2671
LIMHEC0405	41679058	1	219857.982706862	198522.1269
WVLKOK0172	41711793	1	29879.2090042491	201788.8236
LIMBOC0145	41715218	1	232574.26119118	211686.086
ANTGEE1075	41745910	1	199482.214688018	205137.8959
LIMMSK0424	41759890	1	243093.393726219	202270.153099999
LIMHAS0545	41762534	1	216249.260385478	185333.398700001
LIMHHE0244	41803474	1	223404.8505612	190546.68535
597718_v2014	41809590	1	212028.779527794	193602.193600001
LIMNEE0183	41863442	1	223587.39761151	217788.1041
ANTMEC0254	41949974	1	159884.29055407	189619.09915
ANTMEC0257	41949974	1	159858.38810905	189617.07945
ANTARE0027	41959214	1	198745.46725219	230099.26295
LIMMSK0003	41973586	1	242573.456481864	196008.89745
506119_v2020	41989121	1	57727.2985603022	215961.2576
ANTRIJ0058	42017950	1	175104.344506882	224934.087100001
ANTLIL0293	42021334	1	180603.38724091	216913.5712
WVLZED0083	42024705	1	61365.0173087733	204573.28885
421251_v2020	42063058	1	220157.63120275	198027.87795
ANTGEE0146	42063606	1	189844.599115396	209766.020300001
VBRZOU0046	42107366	1	203638.59846957	169930.6181
WVLMID0210	42117937	1	37185.9716639431	206964.083699999
LIMZNH0115	42127030	1	216284.472881739	187176.998950001
OVLLOK0050	42135657	1	122553.60474908	205731.9943
ANTMAL0118	42153118	1	174336.438776819	223672.142100001
OVLSTL0215	42159433	1	95449.5551749955	218405.731349999
434889_v2016	42159797	1	68910.4358182388	222418.101299999
VBRSZI0273	42165558	1	192721.66370629	189842.02085
ANTDES0021	42190966	1	204869.728094674	216789.796150001
ANTBCT0135	42200542	1	164077.405914978	226942.083149999
LIMLNK0101	42203634	1	243247.400244546	177808.79785
ANTBSE0298	42250910	1	181391.263766	219872.92995
LIMHAS0456	42271026	1	221498.968022571	183259.492999999
WVLZUI0791	42274229	1	61895.0053000003	219205.911700001
LIMOPG0076	42281554	1	237266.626119028	193116.48495
OVLSTK0116	42295657	1	126309.79799679	213384.4867
ANTBCT0596	42332318	1	173513.255360257	225765.33745
WVLDEP0102	42357937	1	22759.315441102	198296.237399999
424248_v2020	42359794	1	240370.701028818	180753.657050001
LIMGNK0139	42383666	1	224230.663283218	185189.38955
ANTGEE0858	42391286	1	189108.61497099	209896.4549
ANTBCT0153	42413534	1	165234.601953242	227936.00475
629030_v2020	42456822	1	189490.591636673	209979.659600001
ANTTUR0300	42464558	1	189628.07739537	228935.4271
ANTOTH0292	42484270	1	194584.136509118	220389.1745
WVLKNO0313	42494005	1	74259.0669142903	225008.870300001
ANTRIJ0024	42529950	1	175161.80979131	224189.13965
ANTWUU0170	42548702	1	165244.420596894	229129.273050001
ANTMOL0719	42555510	1	205786.60746097	216523.05985
LIMGNK0169	42576178	1	225269.721728297	182917.221999999
ANTBAL0762	42592118	1	208148.99999294	206290.77345
WVLHOU0563	42607569	1	51104.5009327425	183788.286699999
WVLKNO0292	42663221	1	78143.1526706077	228163.28775
WVLBRU0817	42679989	1	69352.637762735	220886.86125
