code_watersurfaces	grts_ranking	in_object	x	y
ANTSIL0031	8790238	1	164867.41007919	219562.00815
WVLKOK0130	8841393	1	27985.5225439451	199818.31865
WVLBLA0150	8843957	1	63572.626314429	220949.927000001
VBRARS0361	8859782	1	179722.36296505	184835.423700001
ANTKAS0008	8898294	1	186069.62899691	210149.60115
LIMHHE0314	8904402	1	223360.79284898	190409.3
534976_v2018	8910126	1	189589.301598504	228902.19655
ANTHTS0165	8910806	1	183831.847767689	208553.711199999
ANTLIL0303	8911318	1	179680.952983671	214163.93685
LIMMGR0261	8924114	1	230041.291058944	194265.468799999
455189_v2016	8928949	1	69664.8167466381	220721.4911
WVLJAB0547	8929025	1	61569.3759221153	205269.246550001
WVLBRU0467	8941237	1	68748.0734918183	219190.67705
LIMZNH0020	8953526	1	217463.71069416	186236.50235
ANTBRM0211	8966889	1	142969.73410323	200468.84885
106604_v2014	8977161	1	106179.303752701	218027.741600001
LIMBRG0031	8979638	1	203493.71052588	194110.0969
LIMDPB0311	8984882	1	223635.071863393	181944.656776642
LIMZNH0024	9002678	1	217644.64511182	186737.23685
WVLBRN0430	9087041	1	74200.2840690634	200731.842499999
ANTHST0460	9089366	1	184566.42337192	191081.80615
ANTHTS0136	9091030	1	185265.50661001	209989.6744
ANTMOL0138	9112694	0	208027.992764043	213161.576341395
ANTMEC0288	9121558	1	159876.87919854	190027.2664
ANTTUR0301	9172270	1	189720.858142385	228977.86980472
ANTHST0203	9175350	1	187442.97605725	191413.19495
LIMBRE0267	9179282	1	242582.991415359	206405.009
ANTMEC0142	9181974	1	159920.45074634	189886.2695
426196_v2020	9211814	1	186088.680975655	180159.1346
ANTRIJ0066	9237662	1	175474.452537682	224193.105050001
493872_v2018	9251777	1	73139.2618741698	205548.249
ANTOTH0138	9296430	1	194182.7986052	226468.3599
LIMHHE0303	9297618	1	223463.09306358	190647.80925
LIMHHE0304	9297618	1	223444.33015742	190638.8881
LIMMSK0359	9316434	1	245595.14113845	201200.1928
WVLHAR0329	9321121	1	76329.166219035	170778.611327397
LIMTON0161	9324658	1	229873.026694111	163689.5298
LIMHHE0258	9331410	1	222474.28004622	189970.5962
WVLNWP0023	9336625	1	34727.8334709697	204505.35035
ANTMOL0054	9347190	1	206197.682884542	212022.888449999
WVLOOS0177	9368689	1	53426.6841901439	211050.8857
ANTNIE0071	9372905	1	146261.10701665	200183.649
534853_v2018	9393454	1	189268.92440073	228745.607549999
LIMHVL0092	9446070	1	213690.164476076	187903.511699999
LIMBRE0246	9474194	1	241330.96598181	207419.863050001
ANTBRM0202	9491177	1	143154.31796171	200579.15565
ANTRIJ0016	9512094	1	174933.395005889	224756.4801
VBRSZI0207	9513270	1	192248.49550471	190095.27
LIMHAS0743	9545446	1	216070.924484009	180733.1241
WVLMID0150	9594673	1	38345.0950021341	205591.217349999
ANTBCT0409	9611486	1	163643.914794701	225889.15625
VBRARS0115	9613446	1	179541.94564429	184528.2584
632378_v2020	9619190	1	186491.947437941	210025.646650001
ANTBRM0238	9687785	1	143604.69896709	200338.96235
LIMLUM0054	9736166	1	206384.354232065	185169.428081818
WVLBRU0810	9834165	1	69086.6195577761	221633.263799999
ANTBAL0094	9842550	1	204073.408284135	204356.05325
423827_v2020	9842674	1	239724.430536819	185168.34155
LIMHLN0161	9854118	1	200461.107937291	185543.683499999
ANTTUR0304	9883950	1	190005.580238086	229222.588366217
VBRBEG0159	9887062	1	179323.11520514	189742.44885
ANTBSE0035	9922206	1	181722.567723546	224955.467349999
WVLKNO0243	9927477	1	80230.9455562635	225411.4838
ANTBRS0075	9930974	1	161735.870824954	224671.28775
WVLOOS0055	9935985	1	49974.0140577417	210692.20645
ANTVOS0039	9946158	1	187823.76012061	221289.7702
LIMHHE0309	9952978	1	223440.48245934	190326.936449999
LIMHAS0934	9977574	1	215623.501084552	184922.9298
ANTBAL0591	9987958	1	206863.45348702	204825.6778
WVLDEP0117	10018993	1	24202.4379676326	196473.83265
ANTBCT0150	10022366	1	163738.265892724	227169.295850001
WVLKOK0154	10026801	1	31706.5963870397	203672.123
ANTBSE0317	10040990	1	181228.063610208	224375.672499999
ANTHGS0590	10042462	1	180638.579162502	242763.420949999
ANTOTH0216	10054190	1	194894.82939563	224572.52375
ANTMOL0061	10089590	1	206889.04864113	218403.64065
LIMGNK0033	10119474	1	225498.58405529	182149.41325
LIMZNH0363	10135250	1	223840.76839365	188421.62125
LIMHAS0672	10141414	1	215333.152092456	184232.35054653
427605_v2020	10152242	1	226253.044425314	183256.29325
ANTRAV0377	10152750	1	196642.24906393	228290.4905
WVLDEH0270	10171393	1	57962.2498140637	216393.017550001
LIMZNH0009	10182326	1	217780.08974948	186271.39185
ANTLIL0296	10195414	1	179698.117307338	214876.4255
LIMZNH0516	10211046	1	218014.612469308	184973.063199999
618160_v2014	10218825	1	92174.4599963127	216185.4421
ANTMEC0284	10230550	1	159845.63616084	189903.59785
ANTGEE0071	10234678	1	191585.8015562	198782.37895
WVLDEH0220	10288565	1	59444.3898349592	221437.92615
LIMGNK0854	10305074	1	229843.52321238	178761.87425
ANTMOL0548	10325110	1	207031.472549316	213133.780200001
LIMZNH0040	10342118	1	218015.786155367	185362.574199999
WVLDEP0146	10342577	1	23499.5342986379	196365.482749999
ANTOTH0243	10345006	1	194200.67673353	226451.53545
OVLLOK0058	10350697	1	122390.93015831	205889.3503
ANTHST0307	10354998	1	187616.07992505	191528.1604
VBRBEG0197	10407254	1	179727.02498885	189245.31525
WVLKNO0388	10419509	1	78290.0672018475	228024.568
LIMHAS0669	10419942	1	215732.513510909	184502.310899999
455716_v2016	10436277	1	69524.5748649029	220936.618100001
WVLKNO0408	10436661	1	77511.1669319682	226547.716699999
ANTBAL0409	10446710	1	207149.627341547	204737.28575
LIMGNK0124	10479922	1	226479.09177389	182983.31075
WVLBLA0462	10497461	1	62616.7691482717	221850.48855
ANTRIJ0641	10548382	1	175349.821444719	223821.137
ANTRIJ0006	10560670	0	175039.948591396	224838.93960411
ANTRIJ0015	10560670	1	175047.96745358	224856.04595
ANTRIJ0039	10560670	1	175026.28970427	224845.14585
ANTRIJ0042	10560670	1	175041.0138527	224842.01
WVLKNO0271	10566965	1	77708.5175006817	227654.494750001
LIMZNH0240	10591926	1	216815.41442098	185947.9471
ANTMOL0323	10592374	1	205655.17955318	211603.458349999
108321_v2014	10592417	1	84060.3653468341	176854.0781
WVLJAB0449	10632961	1	61441.2291144624	205236.524850002
VBRDIE0030	10648630	1	199449.976131491	187003.958899999
ANTHST0508	10662230	1	184751.964558685	191255.200970009
ANTMRK0011	10692254	1	181618.439541504	226712.2565
VBRSZI0213	10708278	1	192710.957331418	189694.836173172
WVLDAM0142	10722357	1	76002.1553976995	220643.89095
ANTBCT0329	10725598	1	163594.513950751	226613.446899999
101208_v2014	10738441	1	105093.029703732	218065.7411
WVLBRU1089	10739381	1	69866.4792980893	220236.61155
WVLDAM0697	10741185	1	75000.7258551622	215720.543649999
LIMBRE0301	10752146	1	242374.674400002	206476.912699999
LIMGNK0102	10801458	1	222530.912671387	184567.892200001
ANTOTH0324	10840622	1	194802.09510931	224574.20585
WVLKNO0386	10845493	1	78688.9456978442	228167.3192
LIMHAS0547	10850610	1	221697.61747018	184131.7062
ANTRIJ0056	10871966	1	174802.993037674	226476.303650001
ANTWUU0141	10923486	1	163961.280965042	227938.411349999
LIMGNK0040	10944818	1	221535.91148516	183681.0533
LIMHAS0440	10960614	1	216061.76523413	185368.5021
ANTTUR0055	10965294	1	191332.165489994	229318.924900001
VBRSZI0315	10970422	1	192659.85814931	189622.578957146
VBRARS0552	10985606	1	179778.887822724	184798.902249999
LIMGNK0066	10991922	1	224746.302008492	184964.398843173
LIMNEE0125	10995986	1	223698.97753825	218150.76225
OVLWET0074	11003785	1	117888.945911841	186324.198100001
LIMMSM0198	11035634	1	237196.080786049	185801.659311817
ANTBCT0147	11070942	1	163846.87799153	227161.0677
LIMHAS0570	11079398	1	217784.636106145	184305.832700001
WVLDEP0110	11080881	1	23114.0207737783	199286.6119
WVLODB0084	11121777	1	53949.2601618784	211035.996750001
ANTBCT0061	11136478	1	164066.712711299	227295.323450001
ANTRAV0209	11153710	1	192750.023621731	227838.66085
VBRROT0102	11169926	1	177846.024260388	184210.1293
LIMHHE0112	11222738	1	225722.527919407	192160.991270993
ANTLIL0529	11264470	1	179846.648768561	215327.19985
ANTHST0396	11272502	1	187565.86061456	191350.6848
586038_v2020	11278558	1	162931.270649195	225167.8276
ANTBAL0676	11282294	1	207104.647665412	205746.983000001
WVLDEP0008	11296945	1	25582.111353082	197043.4749
ANTLIL0046	11317718	1	180850.52104385	217960.73455
ANTBRM0204	11326185	1	143079.37605483	200322.7084
WVLKOK0049	11335857	1	28550.0874279877	200300.36765
WVLKOK0132	11353905	1	30571.8161310952	202373.554299999
WVLODB0091	11365377	1	56933.7194066356	211935.040449999
ANTBCT0140	11396574	1	165843.982494732	228096.434349999
LIMGNK0848	11401778	1	227110.555944063	183921.645302414
532311_v2018	11444342	1	206333.00238829	212147.0646
ANTBAL0715	11446134	1	207633.649963859	204665.58295
ANTMRK0334	11451694	1	187160.051721318	231185.859450001
OVLBVN0014	11455933	1	139652.387462942	219878.156949999
ANTBCT0585	11510942	1	173773.22283531	225169.2006
ANTOTH0270	11573806	1	195691.032242117	225602.7243022
631250_v2020	11588214	1	215400.255173325	202763.51455
WVLKNO0102	11613877	1	70636.2335773848	224700.200999999
ANTBCT0036	11658718	1	165601.163315907	227917.410499999
ANTMOL0559	11662454	1	206873.78616528	218172.0616
ANTMAL0108	11675806	1	175429.72434057	219470.1752
543317_v2016	11688686	1	202813.53596144	223038.766100001
LIMHAS0191	11708134	1	216192.342595453	180775.056700001
LIMHAS0256	11708134	1	216180.828175579	180774.110850001
LIMHAS0872	11708134	1	216185.72649435	180794.982450001
LIMHAS0873	11708134	1	216190.014813346	180784.492000001
OVLHME0388	11711913	1	135597.3181445	194690.35365
LIMMSM0173	11714546	1	240585.656038495	182465.57525
LIMZNH0006	11718326	1	216264.64038947	187246.72045
ANTBAL0595	11757430	1	206962.85263475	204716.19465
595561_v2014	11759070	1	164375.202530001	227019.741099998
LIMZNH0220	11771574	1	216674.374071274	186606.621000001
LIMMGR0267	11774930	1	230636.737805289	195916.260050001
WVLJAB0427	11779841	1	61459.7580032673	205535.2665
517059_v2018	11792617	1	146613.64453872	196097.27705
534999_v2018	11793710	1	189736.351448473	229225.57195
ANTBSE0314	11810462	1	181291.144872836	224227.801514587
ANTBCT0461	11828446	1	168091.271312743	221992.3983
OVLSTK0300	11834985	1	129292.686629711	214841.04135
LIMZNH0408	11837110	1	217146.147197829	185872.415199999
WVLOSK0525	11873217	1	72890.9864959487	205756.9957
586712_v2014	11877678	1	186706.459886683	231582.717600001
OVLBLE0077	11880105	1	121776.917621716	191858.039799999
WVLBRU1247	11943605	1	69707.9943399661	221215.771849999
LIMDPB0157	11954482	1	225299.88333457	181962.96375
WVLBLA0444	11965109	1	64704.7407755796	220416.01345
LIMKIN0023	12013714	1	243165.70303605	208143.79585
ANTKAP0220	12019678	1	153839.062029339	226427.682300001
ANTBCT0295	12032222	1	162764.136031818	226136.1996
ANTDES0075	12040310	1	204060.474732146	217406.772686326
494246_v2020	12054633	1	123134.245531909	205803.289100001
ANTTUR0299	12055854	1	189557.770641414	229032.496300001
WVLBRU0748	12074677	1	69899.8092364403	220785.375150001
448464_v2016	12078773	1	68979.5994794809	221821.5416
LIMASS1070	12091858	1	234201.319852201	188973.98495
LIMHAS0489	12095794	1	221112.903329295	184369.7323
ANTMOL0083	12101358	1	205734.11345016	219138.96735
ANTGEE0877	12113654	1	189402.67833131	209868.7363
LIMGNK0374	12187954	1	223574.24092291	185087.74675
OVLSIN0011	12196969	1	124948.633689547	207422.0803
ANTGEE0889	12200758	1	191462.919098817	198661.726982299
LIMZNH0055	12242662	1	218597.962380837	185756.53315
LIMGNK0385	12249394	0	226089.62253652	183009.1254
570572_v2018	12262126	1	202302.538512423	224157.0704
WVLBRU0828	12271285	1	69161.9772391389	220648.53975
WVLJAB0420	12369665	1	61245.3141568798	205605.963300001
ANTRIJ0029	12379294	1	174630.495982787	225834.615249999
WVLKOK0127	12384433	1	28479.5643558537	200158.827650001
WVLBRD0077	12388465	1	53286.8885327813	217365.2432
477551_v2018	12402357	1	69400.514099402	221384.9341
ANTBCT0572	12439710	1	170333.04156633	224189.838623931
ANTGEE0099	12441334	1	189531.31768166	209881.6717
LIMHHE0222	12443346	1	223470.55822438	190449.51115
LIMHEC0032	12457746	1	220174.722756072	203494.206150001
LIMMSK0360	12462162	1	245653.04352405	201199.26675
WVLNWP0093	12486449	1	34623.5816719461	203574.294849999
LIMLUM0277	12521446	1	207528.35222699	185214.4396
ANTBCT0300	12560606	1	163840.462589773	226704.241150001
WVLZUI0133	12570037	1	61404.8220239811	220287.65735
605109_v2018	12581569	1	84131.2125682852	216046.31005
ANTGEE0863	12637942	1	189105.532851631	209753.911
ANTKAS0211	12652534	1	188895.9128281	216730.17045
WVLZED0285	12664577	1	61423.5915179933	204556.570800001
WVLZED0583	12664577	1	61452.2633948793	204546.589149999
LIMMSM0061	12686322	1	236671.339403115	184147.024350001
LIMHAS0708	12691174	1	215939.871058333	180768.173599999
LIMHAS0709	12691174	1	215944.596516667	180785.8902
LIMHAS0861	12691174	1	215927.260337808	180769.4289
LIMHAS0862	12691174	1	215928.790237585	180779.9461
ANTANT0384	12691753	1	148240.666985178	209414.533749999
ANTBCT0063	12709342	1	164131.035924908	227627.56105
OVLKRU0222	12764393	1	145565.490558584	202154.92165
LIMHAS0561	12779826	1	221704.273877123	183323.029999999
ANTMRK0279	12784030	1	181974.22720071	229670.4848
LIMLOM0211	12831350	1	215230.41191187	210138.0818
ANTRET0092	12838134	1	196669.24623753	217631.9625
ANTBAL0371	12845942	1	209651.91786707	208336.4966
WVLBLA0238	12856757	1	62911.0158506506	221723.564450001
ANTRAV0196	12919598	1	198120.64231753	234032.79995
WVLDIK0631	12920049	1	42137.6191638861	196786.462649999
WVLDEH0299	12938677	1	61264.363187771	222119.819349999
LIMNEE0097	12945682	1	222875.960210918	216823.973399999
ANTKAS0030	12957654	1	185758.595514694	209984.600638993
WVLDEP0007	12968113	1	24705.6795170729	196386.949100001
436090_v2018	13059893	1	80870.0604798834	220348.37755
WVLMID0278	13060721	1	38580.0485912094	205589.2235
LIMZNH0430	13094630	1	217757.801120138	184914.2303
ANTLIL0017	13105622	1	179642.44388784	214113.10085
ANTBAL0443	13108086	1	209780.09853326	207921.4509
WVLBRN0165	13112385	1	75756.23468078	200548.5438
WVLKNO0265	13139253	1	78535.8992088058	228422.047350001
LIMZNH0347	13149906	1	224474.97070243	188547.05115
LIMGNK0866	13203762	1	224494.125629763	184049.079100002
ANTMOL0147	13225078	1	207725.290478508	214319.9067
WVLKNO0058	13233461	1	77259.3261852548	228112.171599999
ANTBCT0802	13234334	1	173317.30806547	225812.522599999
ANTBCT0199	13244638	1	162356.787298975	225671.80005
545720_v2016	13261550	1	202899.998543194	222933.867249999
LIMGNK0029	13265202	1	225505.58971278	182086.912
ANTBAL0559	13282934	1	210933.52724578	207810.9633
ANTBCT0759	13314270	1	164573.395153138	226593.107999999
WVLNWP0026	13317937	1	35556.7823814251	205966.774899999
LIMGNK0177	13351218	1	224358.312064199	185144.49552351
ANTGEE0884	13363958	1	190148.34173283	209708.05235
ANTBCT0133	13364702	1	163936.872466391	227229.298099998
ANTTUR0270	13373742	1	191067.675821504	229960.822150001
ANTMEC0265	13376278	1	160006.1093485	189795.94195
ANTMEC0266	13376278	1	159998.37530572	189811.70125
WVLDEH0226	13397429	1	61594.2721918002	221953.075900001
LIMGNK0118	13429042	1	226710.47073658	183490.66035
LIMHEC0025	13432594	1	218654.579569527	204557.68675
LIMHMA0103	13550186	1	230116.935064064	218758.04895
LIMMSK0080	13559634	1	243051.72942899	196377.0538
LIMGNK0134	13613362	1	224526.171103081	185186.5748
ANTBCT0366	13619358	1	170100.936498281	224558.151149999
ANTMOL0165	13626486	1	208794.758916182	214092.2523
ANTBCT0458	13637854	1	163213.315323742	225184.484896103
ANTMEC0252	13638422	1	159946.03767701	189623.86165
ANTMEC0258	13638422	1	159919.37743276	189601.48005
WVLKOK0148	13668145	1	33106.4603000004	204394.46345
512779_v2018	13693621	1	64008.6620081297	221181.941949999
ANTHUL0121	13706326	1	184685.60106923	194924.96985
ANTRIJ0078	13706398	1	174914.129005286	224787.971449999
WVLDEH0242	13739445	1	56188.284348102	218605.33275
LIMHAS0110	13739750	1	216069.937215016	180783.12025
LIMHAS0157	13739750	1	216070.378443131	180769.037900001
LIMHAS0231	13739750	1	216054.740994262	180773.875849999
LIMHAS0867	13739750	1	216050.893022211	180791.68805
ANTMOL0158	13749366	1	207621.435042372	214418.78215
ANTBRM0236	13751017	1	143458.81099743	200687.4654
ANTKAS0317	13757486	1	193905.77215203	219065.831
LIMZNH0389	13788882	1	223290.834047216	188391.872
LIMTES0127	13791286	1	194991.54456997	192946.18405
OVLWAC0098	13803017	1	118117.481362418	210743.611400001
LIMHAS0100	13805286	1	216091.823318425	180868.33275
ANTBCT0386	13805790	1	163631.146317414	225980.6927
ANTHST0510	13807958	1	184778.59948733	191415.31775
LIMOPG0100	13822546	1	237093.742664786	192944.367000001
632402_v2020	13879030	1	185974.82991025	210046.67685
ANTBCT0005	13888990	1	163905.716370974	226834.10165
WVLKOK0133	13899697	1	30777.8130291385	202198.24935
ANTMAL0062	13945046	1	177265.638772021	216794.39865
ANTBCT0155	13987294	1	165248.64417525	226865.45045
LIMLUM0414	13996006	1	207107.167910074	185414.38125
LIMZNH0152	13999798	1	217090.869903782	186180.171950001
LIMZNH0338	14026450	1	224887.132764652	188836.765203625
LIMHHE0297	14048978	1	223873.04659858	190800.73025
WVLNWP0032	14055217	1	34782.9948672944	204588.447149999
ANTKAS0620	14081014	1	190783.434539522	214964.608899999
LIMGNK0127	14090546	1	221659.479652257	183561.736660881
446799_v2018	14097521	1	50284.3212276133	211548.878599999
ANTKAS0152	14135286	1	188741.69043971	215171.0691
ANTBCT0035	14183902	1	164386.29180389	227482.196599999
WVLJAB0411	14204673	1	61001.1018223169	205457.300249999
WVLDIK1044	14207217	1	42556.6670132252	197050.227299999
OVLALT0344	14303177	1	87707.6053981976	196429.111528572
WVLKNO0121	14309045	1	70668.8990199813	224868.975100001
ANTMRK0639	14333230	1	188938.239725463	229215.748
ANTHGS0200	14335326	1	171449.81694284	237598.7159
ANTTUR0357	14341166	1	188384.159022696	219414.767399998
WVLBRU0821	14368437	1	69149.1086382837	220782.1383
LIMZNH0169	14393014	1	217067.51146815	186467.3982
WVLBRU1090	14409397	1	69918.7427012555	220469.577599999
ANTTUR0311	14423342	1	188618.313153974	227874.5984
ANTMEC0279	14424854	1	159782.80816696	189843.39175
LIMHAS0849	14454502	1	216629.630343103	185454.615451706
LIMGNK0858	14499378	1	229784.28930535	178764.6601
WVLKNO0164	14552117	1	79316.4189065227	222194.3455
ANTMAL0099	14578846	1	174508.72951444	223949.996750001
WVLKNO0205	14635061	1	76961.6109524624	226440.093699999
ANTKAS0363	14636278	1	195177.406247428	218210.302550001
LIMNEE0027	14649618	1	223275.973645111	217173.813999999
VBRARS0064	14655622	1	179877.07366746	185091.64945
WVLDAM0070	14665153	1	74079.27445456	216614.7177
LIMZNH0400	14667446	1	216495.56660341	187778.80805
WVLZUI0076	14701237	1	64065.4425147656	219305.754099999
LIMHAS0120	14706406	1	216093.250613769	180678.806599999
LIMHAS0172	14706406	1	216097.170880981	180698.203849999
LIMHAS0186	14706406	1	216105.939079683	180680.7678
668631_v2014	14721801	1	106313.616417201	214478.9781
WVLKNO0061	14728501	1	78651.7109715499	227750.569349999
629215_v2020	14740214	1	190055.08733803	209965.6971
ANTRIJ0074	14754974	1	175059.78035003	224819.73435
ANTKAL0286	14762718	1	154416.04961103	234308.40156419
ANTKAL0252	14777054	1	158996.9856625	228105.8217
WVLDEP0061	14832817	1	22869.3061625481	198422.911950001
OVLDSB0184	14835849	1	112338.62781717	194128.855768776
ANTBRM0217	14865129	1	143122.0122525	200703.7281
LIMHEC0041	14870738	1	221630.07947156	200280.467250001
WVLDEH0012	14878133	1	58690.8621953971	220381.49205
ANTHUL0235	14885974	1	184122.74967301	194324.3534
ANTKAL0468	14889694	1	153280.678823139	231305.188199999
VBRSZI0297	14902582	1	192720.431452235	189774.909605747
WVLBLA0021	14912949	1	62744.7964869764	220503.391000001
